Customer OpCo,Customer #,Customer Name,Address,City,State,Zip Code,Invoice Date,Invoice Number,Invoice Order Number,Invoice Type,PO Number,Route Number,Route Stop Number,Invoice Subtotal,Invoice Discount,Invoice Charges Fees,Invoice Total Tax,Invoice Total,Total Qty Ordered,Total Qty Shipped,Vendor #,Manufacturer Name,Manufacturer Product #,Category/Class,GTIN,Product #,Custom Product Number,Product Description,Custom Product Description,Brand,Pack Size,UOM,Printed Sequence,Net Price,Qty Ordered,Qty Shipped,Weight,Unit Price,Ext. Price
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/18/2026,720770,,Invoice,,3709,030,1167.22,,0.00,9.65,1176.87,18,18,7912,Northern Wind Ref,143g2203,Seafood,00781678043314,VH902,,Scallop Dry 20-30 Count Adductor Muscle Only Premium Refrigerated,,Nautifish,1/8 Lb,CS,13,172.78,1,1,,172.78,172.78
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/18/2026,720770,,Invoice,,3709,030,1167.22,,0.00,9.65,1176.87,18,18,4501,Ipap - Great Lakes Cheese,158813,Cheese & Dairy,10806795004806,DV206,,Cheese Cheddar Monterey Jack Feather Shredded 50/50 Refrigerated,,West Creek,4/5 Lb,CS,14,45.87,1,1,,45.87,45.87
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/18/2026,720770,,Invoice,,3709,030,1167.22,,0.00,9.65,1176.87,18,18,4097,Ruby - West Coast Buy,100533 PK,Produce,10806795418719,NH688,,Lettuce Romaine Hearts Fresh,,Peak Fresh Produce,12/3 Cnt,CS,15,46.48,1,1,,46.48,46.48
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/18/2026,720770,,Invoice,,3709,030,1167.22,,0.00,9.65,1176.87,18,18,1233,Miscellaneous Vendor,,ZZZ_Non-Items,,F4794,,Fuel Surcharge,,Packer,1/1 Cnt,CS,16,7.50,1,1,,7.50,7.50
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/12/2026,714084,,Invoice,,4709,150,180.33,,0.00,0.00,180.33,1,1,10002292,Ipap Rantoul Foods,38701,Pork,90806795623201,RL750,,Pork Butt Boneless 1/4" Trim Cryovac Prop12 And Maq3 Compliant 4 Pack Of 2 Refrigerated,,West Creek,8/8.37Lb,CS,1,2.77,1,1,65.1000,2.77,180.33
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/12/2026,713533,,Credit,,9618,423,-18.37,,0.00,-1.15,-19.52,0,0,3040,Amercareroyal,RF1MBFM,Disposables,00806795509489,NJ046,,Towelette Moist Lemon,,Fstmrk,1/1000,CS,1,18.37,-1,-1,,18.37,-18.37
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/6/2026,707930,,Invoice,,5709,100,259.06,,0.00,2.04,261.10,3,3,3025,Roland Foods,87170,Commodity Grocery,10041224871707,15515,,Oil Sesame,,Roland,1/1 Gal,EA,1,52.17,1,1,,52.17,52.17
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/6/2026,707930,,Invoice,,5709,100,259.06,,0.00,2.04,261.10,3,3,10002292,Ipap Rantoul Foods,38701,Pork,90806795623201,RL750,,Pork Butt Boneless 1/4" Trim Cryovac Prop12 And Maq3 Compliant 4 Pack Of 2 Refrigerated,,West Creek,8/8.37Lb,CS,2,2.78,1,1,62.7000,2.78,174.31
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/6/2026,707930,,Invoice,,5709,100,259.06,,0.00,2.04,261.10,3,3,5043,Callico Distributors,5055,Disposables,,NC106,,Paper Butcher 24"X800' Roll Brown,,American Twine & Paper Co,1/Cnt,CS,3,32.58,1,1,,32.58,32.58
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,3905,Duro Hilex Poly LLC,87415,Disposables,00079594874151,HA212,,Bag Regal Shopper Paper 65 Pound 12X9x15.75 With Handle Kraft,,Duro Bag,200/1Cnt,CS,1,56.19,1,1,,56.19,56.19
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,4858,Aladdin Bakers *,337801,Bakery Frozen,00806795426458,CP912,,Tortilla Flour Plain 12" Grilled Grillmarked,,Piancone,6/12 Cnt,CS,2,25.77,1,1,,25.77,25.77
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,3998,Ruby - Northeast Produce,878065,Produce,00806795025576,FD254,,Tomato 5X6 Fresh,,Peak Fresh Produce,1/25 Lb,CS,3,40.46,1,1,,40.46,40.46
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,4072,Ruby - Thomas Colace Comp,13688,Produce,00806795497281,13688,,Pepper Bell Green Medium #1 Fresh,,Peak Fresh Produce,1/5 Lb,CS,4,17.38,1,1,,17.38,17.38
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,3663,Mcnairn Packaging Usa,110840,Disposables,00770238198403,AG262,,Liner Basket 12X12 Dry Wax Red Checker,,Mcnairn,1/2000,CS,5,70.77,1,1,,70.77,70.77
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,3040,Amercareroyal,RF1MBFM,Disposables,00806795509489,NJ046,,Towelette Moist Lemon Scent Individually Wrapped 4.75X6.25,,First Mark,1/1000,CS,6,18.37,1,1,,18.37,18.37
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,1605,Wayne Farms Foodsrvc,15138,Poultry,10038483259087,ABK40,,Chicken Wing Split Steamed Fully Cooked Frozen,,Fly N Saucers,6/5 Lb,CS,7,138.33,1,1,,138.33,138.33
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,2648,Ok Foods,33060,Poultry,10721952330607,NT696,,Chicken Tender Fritter Golden Ready To Cook 2.7 Ounce Frozen,,Ok Foods,2/5 Lb,CS,8,38.56,2,2,,38.56,77.12
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,4629,Harbar *,11403023,Bakery Frozen,10035305000667,HW052,,Chip Tortilla Corn Yellow Triangle 4-Cut Frozen,,Mayan Farm,1/24 Lb,CS,9,34.17,1,1,,34.17,34.17
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,6377,Zf America,,Seafood,00815261012361,WD830,,COD Fillet 10-12 Ounce Individually Quick Frozen Longline Atlantic Frozen,,Ocean Majestic,1/10 Lb,CS,10,80.78,2,2,,80.78,161.56
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,4097,Ruby - West Coast Buy,100533 PK,Produce,10806795418719,NH688,,Lettuce Romaine Hearts Fresh,,Peak Fresh Produce,12/3 Cnt,CS,11,48.93,1,1,,48.93,48.93
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,4501,Ipap - Great Lakes Cheese,158813,Cheese & Dairy,10806795004806,DV206,,Cheese Cheddar Monterey Jack Feather Shredded 50/50 Refrigerated,,West Creek,4/5 Lb,CS,12,43.29,1,1,,43.29,43.29
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,4097,Ruby - West Coast Buy,80342,Produce,,BD674,,Lettuce Iceberg Cello Fresh,,Packer,1/24 Cnt,CS,13,43.74,1,1,,43.74,43.74
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,4097,Ruby - West Coast Buy,12963,Produce,,M3590,,Brussels Sprouts Halves Clean Trimmed Fresh,,Packer,4/5 Lb,CS,14,60.74,1,1,,60.74,60.74
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,3/4/2026,705028,,Invoice,,3709,020,844.32,,0.00,9.08,853.40,16,16,1233,Miscellaneous Vendor,,ZZZ_Non-Items,,F4794,,Fuel Surcharge,,Packer,1/1 Cnt,CS,15,7.50,1,1,,7.50,7.50
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,3025,Roland Foods,70714,Imports,10041224707143,19950,,Wine Cooking Marsala,,Roland,4/1 Gal,CS,1,68.18,1,1,,68.18,68.18
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,3663,Mcnairn Packaging Usa,110840,Disposables,00770238198403,AG262,,Liner Basket 12X12 Dry Wax Red Checker,,Mcnairn,1/2000,CS,2,70.77,1,1,,70.77,70.77
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,9521,R3/Bunzl New England-Cons,1507224,Disposables,30822486183296,24026,,Can Liner Black 38X58 Low Density/Linear Low 60 Gallon 1.5 Mil,,Propak,10/10Cnt,CS,3,55.17,1,1,,55.17,55.17
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,1236,Kari Out,2340008,Disposables,00763352234089,VE308,,Container Paper 8 Ounce Vented Combo With Lid Hot Or Cold Soup White,,Kari Out,1/250Cnt,CS,4,52.57,1,1,,52.57,52.57
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,2134,Kens Foods,SJ0440HF,Commodity Grocery,10013409515294,R9882,,Sauce Barbecue Original,,Sweet Baby Rays,4/1 Gal,CS,5,56.77,1,1,,56.77,56.77
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,4858,Aladdin Bakers *,337801,Bakery Frozen,00806795426458,CP912,,Tortilla Flour Plain 12" Grilled Grillmarked,,Piancone,6/12 Cnt,CS,6,25.77,1,1,,25.77,25.77
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,3541,Ruby Co V Marchese,907425,Produce,00806795021561,HB398,,Onion Red Jumbo Fresh,,Peak Fresh Produce,1/25 Lb,CS,7,15.47,1,1,,15.47,15.47
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,3541,Ruby Co V Marchese,907426,Produce,00806795021554,CK408,,Onion Yellow Jumbo Bag Fresh Hi-Low,,Peak Fresh Produce,1/50 Lb,CS,8,27.59,1,1,,27.59,27.59
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,3998,Ruby - Northeast Produce,878065,Produce,00806795025576,FD254,,Tomato 5X6 Fresh,,Peak Fresh Produce,1/25 Lb,CS,9,32.16,1,1,,32.16,32.16
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,3880,Coca Cola Co The *,61884,Beverage,00049000981025,28372,,Beverage Syrup Coca Cola Classic Bag In Box Coke,,Coca Cola,1/5 Gal,CS,10,124.16,1,1,,124.16,124.16
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,1605,Wayne Farms Foodsrvc,15138,Poultry,10038483259087,ABK40,,Chicken Wing Split Steamed Fully Cooked Frozen,,Fly N Saucers,6/5 Lb,CS,11,138.33,1,1,,138.33,138.33
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,2648,Ok Foods,33060,Poultry,10721952330607,NT696,,Chicken Tender Fritter Golden Ready To Cook 2.7 Ounce Frozen,,Ok Foods,2/5 Lb,CS,12,38.56,3,3,,38.56,115.68
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,5652,Koch Foods Of Miss Fz,1249,Poultry,00695767012498,M9022,,Chicken Breast Fillet Breaded Seasoned Average 6 Ounce Prebrowned Frozen,,Koch Foods,2/5 Lb,CS,13,40.38,3,3,,40.38,121.14
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,4929,Bimbo Bakehouse,117875,Bakery Frozen,10048001940502,65350,,Muffin English Sandwich 4" Original Baked Thaw & Serve Frozen,,Thomas,48/3 Oz,CS,14,28.18,4,4,,28.18,112.72
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,4629,Harbar *,11403023,Bakery Frozen,10035305000667,HW052,,Chip Tortilla Corn Yellow Triangle 4-Cut Frozen,,Mayan Farm,1/24 Lb,CS,15,34.17,1,1,,34.17,34.17
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,3981,Ruby - M Cutone Mushroom,85031,Produce,,AG050,,Mushroom Sliced 2-5Lb Bucket Fresh,,Packer,2/5 Lb,CS,16,23.51,1,1,,23.51,23.51
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,4501,Ipap - Great Lakes Cheese,158813,Cheese & Dairy,10806795004806,DV206,,Cheese Cheddar Monterey Jack Feather Shredded 50/50 Refrigerated,,West Creek,4/5 Lb,CS,17,42.43,1,1,,42.43,42.43
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,5535,Community Suffolk *Lk,50LIPK,Produce,00806795511222,HB876,,Carrot Jumbo Bag Fresh,,Peak Fresh Produce,1/50 Lb,CS,18,26.28,1,1,,26.28,26.28
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,3859,Ruby - Calavo Growers,22614,Produce,70016563226145,22614,,Avocado Hass #2 Ripe Fresh,,Good Roots Produce,1/48 Cnt,CS,19,32.96,1,1,,32.96,32.96
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,4097,Ruby - West Coast Buy,100533 PK,Produce,10806795418719,NH688,,Lettuce Romaine Hearts Fresh,,Peak Fresh Produce,12/3 Cnt,CS,20,48.56,1,1,,48.56,48.56
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/18/2026,690961,,Invoice,,3709,060,1231.89,,0.00,11.16,1243.05,27,27,1233,Miscellaneous Vendor,,ZZZ_Non-Items,,F4794,,Fuel Surcharge,,Packer,1/1 Cnt,CS,21,7.50,1,1,,7.50,7.50
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/12/2026,684924,,Invoice,,4709,090,186.14,,0.00,0.00,186.14,1,1,10002292,Ipap Rantoul Foods,38701,Pork,90806795623201,RL750,,Pork Butt Boneless 1/4" Trim Cryovac Prop12 And Maq3 Compliant 4 Pack Of 2 Refrigerated,,West Creek,8/8.37Lb,CS,1,2.77,1,1,67.2000,2.77,186.14
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/11/2026,683494,,Invoice,,3709,050,791.80,,0.00,11.79,803.59,9,9,3998,Ruby - Northeast Produce,878065,Produce,00806795025576,FD254,,Tomato 5X6 Fresh,,Peak Fresh Produce,1/25 Lb,CS,1,33.66,1,1,,33.66,33.66
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/11/2026,683494,,Invoice,,3709,050,791.80,,0.00,11.79,803.59,9,9,4242,Ipap - Essity Professiona,158802,Disposables,00806795004700,DT282,,Napkin Dispenser 13X12 White 1 Ply Embossed Masterfold,,First Mark,12/500,CS,2,68.17,1,1,,68.17,68.17
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/11/2026,683494,,Invoice,,3709,050,791.80,,0.00,11.79,803.59,9,9,2810,Procter & Gamble Dist,M30472,Disposables,20310819008659,MM130,,Wipe Sanitizer No Rinse Table Turner Multi-Surface,,Sani Professional,12/72Cnt,CS,3,64.26,1,1,,64.26,64.26
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/11/2026,683494,,Invoice,,3709,050,791.80,,0.00,11.79,803.59,9,9,3905,Duro Hilex Poly LLC,87415,Disposables,00079594874151,HA212,,Bag Regal Shopper Paper 65 Pound 12X9x15.75 With Handle Kraft,,Duro Bag,200/1Cnt,CS,5,56.19,1,1,,56.19,56.19
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/11/2026,683494,,Invoice,,3709,050,791.80,,0.00,11.79,803.59,9,9,8049,South Shore Meats,52352,Beef,90016563523521,VA374,,Beef Tip Sirloin Choice Marinated Bourbon Street Frozen,,Ranahan Ranch,5/2 Up,CS,6,148.78,1,1,,148.78,148.78
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/11/2026,683494,,Invoice,,3709,050,791.80,,0.00,11.79,803.59,9,9,8049,South Shore Meats,060120,Poultry,00743780601202,L4190,,Turkey Tenderloin Tip Bourbon Street Marinated Frozen,,Southshore Meats,10/1.5Lb,CS,7,213.10,1,1,,213.10,213.10
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/11/2026,683494,,Invoice,,3709,050,791.80,,0.00,11.79,803.59,9,9,6377,Zf America,,Seafood,00815261012361,WD830,,COD Fillet 10-12 Ounce Individually Quick Frozen Longline Atlantic Frozen,,Ocean Majestic,1/10 Lb,CS,8,80.78,1,1,,80.78,80.78
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/11/2026,683494,,Invoice,,3709,050,791.80,,0.00,11.79,803.59,9,9,4097,Ruby - West Coast Buy,12963,Produce,,M3590,,Brussels Sprouts Halves Clean Trimmed Fresh,,Packer,4/5 Lb,CS,9,77.78,1,1,,77.78,77.78
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/11/2026,683494,,Invoice,,3709,050,791.80,,0.00,11.79,803.59,9,9,4501,Ipap - Great Lakes Cheese,158813,Cheese & Dairy,10806795004806,DV206,,Cheese Cheddar Monterey Jack Feather Shredded 50/50 Refrigerated,,West Creek,4/5 Lb,CS,10,41.58,1,1,,41.58,41.58
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/11/2026,683494,,Invoice,,3709,050,791.80,,0.00,11.79,803.59,9,9,1233,Miscellaneous Vendor,,ZZZ_Non-Items,,F4794,,Fuel Surcharge,,Packer,1/1 Cnt,CS,11,7.50,1,1,,7.50,7.50
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/4/2026,675903,,Invoice,,3709,050,505.17,,0.00,3.01,508.18,12,12,3998,Ruby - Northeast Produce,878065,Produce,00806795025576,FD254,,Tomato 5X6 Fresh,,Peak Fresh Produce,1/25 Lb,CS,1,33.66,1,1,,33.66,33.66
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/4/2026,675903,,Invoice,,3709,050,505.17,,0.00,3.01,508.18,12,12,9521,R3/Bunzl New England-Cons,23642PAK,Disposables,30822486236428,LK618,,Cup Plastic Souffle 2 Ounce Black    Polystyrene,,Propak,10/250,CS,2,48.16,1,1,,48.16,48.16
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/4/2026,675903,,Invoice,,3709,050,505.17,,0.00,3.01,508.18,12,12,2648,Ok Foods,33060,Poultry,10721952330607,NT696,,Chicken Tender Fritter Golden Ready To Cook 2.7 Ounce Frozen,,Ok Foods,2/5 Lb,CS,3,38.56,3,3,,38.56,115.68
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/4/2026,675903,,Invoice,,3709,050,505.17,,0.00,3.01,508.18,12,12,5652,Koch Foods Of Miss Fz,1249,Poultry,00695767012498,M9022,,Chicken Breast Fillet Breaded Seasoned Average 6 Ounce Prebrowned Frozen,,Koch Foods,2/5 Lb,CS,4,40.38,3,3,,40.38,121.14
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/4/2026,675903,,Invoice,,3709,050,505.17,,0.00,3.01,508.18,12,12,5535,Community Suffolk *Lk,483036P,Produce,00806795489927,HB856,,Lemon Fancy 200 Count Fresh,,Peak Fresh Produce,1/40 Lb,CS,5,52.78,1,1,,52.78,52.78
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/4/2026,675903,,Invoice,,3709,050,505.17,,0.00,3.01,508.18,12,12,5535,Community Suffolk *Lk,,Produce,,HB424,,Lime 200 Count Fresh,,Packer,1/40 Lb,CS,6,43.56,1,1,,43.56,43.56
